case_id,category,question_type,split,question,reference_answer,reference_claims,forbidden_claims,relevant_chunk_uids,review_status,reviewer,review_notes
highspeed_rail_safety_018,highspeed_rail_safety,unanswerable,test,乘坐动车组时，旅客携带的普通打火机数量是否有限制？,知识库中未提及普通打火机的具体数量限制。,[],"[""动车组允许携带最多2个普通打火机。"", ""普通打火机属于禁止随身携带物品。""]",[],approved,user_reviewed,
highspeed_rail_safety_019,highspeed_rail_safety,noise_conflict,test,张先生因突发疾病急需乘坐高铁，但距离开车已不足6小时，他听说特殊重点旅客服务需要提前6小时预约，请问他还能申请特殊重点旅客服务吗？,可以。线上预约不足6小时时，应到乘车站现场提出申请，通常不得晚于开车前60分钟。申请时需提供车票、乘车站、到站、车次、服务需求及证明材料。,"[""线上预约一般应在乘车前6小时提交。"", ""不足6小时的，应到乘车站现场提出，通常不得晚于开车前60分钟。"", ""申请时应准确填写车票、乘车站、到站、车次、服务需求及证明材料。""]","[""特殊重点旅客服务只能通过线上预约，无法现场办理。"", ""距离开车不足6小时则无法申请任何服务。""]","[""bff6be426a8893118a0ca73b94bf43a7ad7f1a6e8f0825ebc6180807230438e2""]",approved,user_reviewed,
highspeed_rail_safety_020,highspeed_rail_safety,noise_conflict,test,旅客小王想携带一块额定能量为150Wh的充电宝乘坐高铁，根据规定，充电宝的携带限制是什么？,充电宝和锂电池须有清晰标志，单块额定能量一般不得超过100Wh。150Wh超过了100Wh，因此不能随身携带。电动轮椅配套电池除外。,"[""充电宝和锂电池须有清晰标志。"", ""单块额定能量一般不得超过100Wh。"", ""电动轮椅配套电池除外。""]","[""所有锂电池都可以携带上高铁。"", ""额定能量超过100Wh的充电宝可以办理托运。""]","[""4ff580f16bda08538b359d2cd3f8f66c9bd11b5460d812a8414ef42e20cf97f8""]",approved,user_reviewed,
student_ticket_001,student_ticket,single_hop,dev,根据广州市政府指导价景区的门票优惠规则，哪些人群可以享受半价优惠？,6周岁以上至18周岁的未成年人，以及全日制大学本科及以下学历学生，凭有效证件可享受半价优惠。,"[""广州市政府指导价景区对6周岁以上至18周岁的未成年人及全日制大学本科及以下学历学生实行门票半价优惠。""]","[""所有景区（包括市场调节价）都必须执行半价优惠。""]","[""4256dc60f2b0c906b0ed452d2559dc1ab51cfc57c5c296a997f0dabeef22cc8f""]",approved,user_reviewed,
student_ticket_002,student_ticket,single_hop,dev,在校学生乘车前如何完成学生优惠资质核验？,可通过12306线上专区办理在校身份核验，或携带居民身份证和学生优惠卡到车站指定窗口或自动售取票机办理人工核验。,"[""学生优惠资质核验可以通过12306线上专区或车站窗口/自动售取票机办理。""]","[""线上核验后不需要随身携带学生证。""]","[""80f6430d361dfbd95fe059f8361cffdfe1467768b316e51e27bfeee209aa6311""]",approved,user_reviewed,
student_ticket_003,student_ticket,single_hop,dev,哪些学生可以购买铁路学生优惠票？,符合铁路规定的全日制高等学校、承担研究生教育任务的科研机构、军事院校、普通中小学、中等职业学校以及正式宗教院校学生，且家庭居住地与学校所在地不在同一城市。,"[""学生优惠票适用于全日制高等学校、科研机构、军事院校、普通中小学、中等职业学校及正式宗教院校学生，且家庭与学校不在同一城市。""]","[""非全日制学生也可以购买学生优惠票。""]","[""4d6e1ee818f693c4ebdbb2e9f64ddd658b1d6f561b226ac3f841822d63cbdac8""]",approved,user_reviewed,
student_ticket_004,student_ticket,single_hop,dev,每学年可以购买多少次单程学生优惠票？,通常每学年可购买4次单程学生优惠票。,"[""学生优惠票每学年可购买4次单程。""]","[""未使用的次数可以累积到下一学年。""]","[""52464ee998069cef838e79f891e2c12aabe94d3363e051e685adc04b0c47b338""]",approved,user_reviewed,
student_ticket_005,student_ticket,single_hop,test,学生购买学生优惠票需要满足哪些条件？,符合铁路规定的在校学生，家庭居住地和学校所在地不在同一城市，且学生证、学生优惠卡和优惠区间等信息符合要求。,"[""学生优惠票条件包括在校学生、家庭与学校不在同一城市、证件信息符合要求。""]","[""只有学生证就可以购买学生优惠票，不需要其他证件。""]","[""f15ee74d3988fcccea980983b1cea1616328f3cbf1f6c3de1f32d071ee4dfd36""]",approved,user_reviewed,
student_ticket_006,student_ticket,single_hop,test,入学新生利用录取通知书购买学生优惠票时，可以购买几次？行程区间是什么？,一次单程，从家庭居住地到学校所在地。,"[""新生可凭录取通知书购买一次单程学生优惠票"", ""优惠区间为家庭居住地至学校所在地""]","[""新生可以购买多次学生优惠票"", ""新生可以使用学生优惠卡进行资质核验""]","[""1110d4dd562d60c9b1ed7346841d84a882d9febbf225ea10d333d906ab9cac0e""]",approved,user_reviewed,
student_ticket_007,student_ticket,single_hop,test,学生优惠票的票价、可售席别和优惠区间以哪个平台实际显示为准？,以购票当日铁路12306实际展示为准。,"[""学生优惠票的票价以购票当日12306实际展示为准"", ""可售席别和优惠区间也以12306实际展示为准""]","[""学生优惠票票价在所有渠道固定不变"", ""所有列车席别都对学生有统一折扣""]","[""aad3e026a121bf8b41ccdc87ccfa0454e2157ba184e11b0a0d61fa57119bfaa9""]",approved,user_reviewed,
student_ticket_008,student_ticket,single_hop,test,学生优惠票每学年可以使用多少次单程优惠？一个学年的起止时间如何划分？,每学年四次单程优惠，学年从每年10月1日至次年9月30日。,"[""每学年有四次单程学生优惠票"", ""学年周期为10月1日至次年9月30日""]","[""学生优惠票只能在寒暑假期间使用"", ""未使用的优惠次数可以结转到下一学年""]","[""cd209225715e78c7507e65119261f3c3aa0f631fc9c38fc2435da5de5da235be""]",approved,user_reviewed,
student_ticket_009,student_ticket,paraphrase,test,新生凭录取通知书购买学生优惠票的优惠次数，与普通在校生每学年拥有的优惠次数有何区别？,新生只可凭录取通知书购买一次单程票，而普通在校生每学年有四次单程优惠。,"[""新生凭录取通知书只有一次单程优惠"", ""普通在校生每学年有四次单程优惠""]","[""新生也可以享受每学年四次优惠"", ""录取通知书优惠与普通学生证优惠次数相同""]","[""e9e076fa1649bb8c996b7a830aee69f4bb0152fe7028cb853f88345ca0225b0a""]",approved,user_reviewed,
student_ticket_010,student_ticket,paraphrase,test,2026年丹霞山对哪些学生群体提供门票优惠？分别需要满足什么条件？,常规学生：全日制本科及以下学历学生持学生证享受半价；2026年6月10日至8月31日应届中高考毕业生持准考证免费；2026年9月粤港澳地区普通高校学生持学生证或录取通知书免费。,"[""全日制本科及以下学生凭学生证享半价"", ""2026年6月10日至8月31日应届中高考毕业生凭准考证免费"", ""2026年9月粤港澳高校学生凭学生证或录取通知书免费""]","[""2026年所有学生都可免费进入丹霞山"", ""成人教育或非全日制学生也适用常规半价优惠""]","[""0b6b5828854b117f142825b9431bb812907fb7f2cc31a57442265f4ad17bc78a""]",approved,user_reviewed,
student_ticket_011,student_ticket,paraphrase,test,在广州市实行政府指导价的景区，全日制大学本科及以下学历的学生购票时能享受怎样的折扣？,可以享受门票半价优惠。,"[""优惠对象包括全日制大学本科及以下学历学生"", ""优惠幅度为门票半价"", ""优惠仅适用于政府指导价景区""]","[""所有景区都对学生执行半价"", ""优惠包括景区内交通和娱乐设施""]","[""4256dc60f2b0c906b0ed452d2559dc1ab51cfc57c5c296a997f0dabeef22cc8f""]",approved,user_reviewed,
student_ticket_012,student_ticket,paraphrase,test,在校学生乘坐火车前需要完成哪项手续才能使用学生优惠票？,需要完成学生优惠资质核验。,"[""资质核验可通过12306线上专区或车站窗口办理"", ""核验后仍需携带学生证等凭证""]","[""完成核验后不需要携带学生证"", ""核验一次永久有效""]","[""80f6430d361dfbd95fe059f8361cffdfe1467768b316e51e27bfeee209aa6311""]",approved,user_reviewed,
student_ticket_013,student_ticket,multi_context,test,哪些学生符合铁路学生优惠票的购买条件？每学年可以购买多少次？,符合铁路规定的全日制高等学校、科研机构、军事院校、普通中小学、中等职业学校及宗教院校学生，家庭居住地与学校不在同一城市，每学年可购买4次单程学生优惠票。,"[""适用人群包括全日制高等学校等在校学生"", ""家庭与学校所在地需不在同一城市"", ""每学年优惠次数为4次""]","[""任何学生都能购买学生优惠票"", ""未使用次数可结转到下一学年""]","[""4d6e1ee818f693c4ebdbb2e9f64ddd658b1d6f561b226ac3f841822d63cbdac8"", ""52464ee998069cef838e79f891e2c12aabe94d3363e051e685adc04b0c47b338""]",approved,user_reviewed,
student_ticket_014,student_ticket,multi_context,test,铁路学生优惠票的优惠区间如何确定？每学年可使用多少次？,优惠区间应为家庭居住地至院校或实习地点所在地，需与证件一致；每学年可购买4次单程学生优惠票。,"[""优惠区间需与铁路认定及学生证一致"", ""每学年优惠次数为4次"", ""未使用次数不能累积到下一学年""]","[""优惠区间可以随意填写"", ""学生票次数可跨学年累计""]","[""52464ee998069cef838e79f891e2c12aabe94d3363e051e685adc04b0c47b338"", ""f15ee74d3988fcccea980983b1cea1616328f3cbf1f6c3de1f32d071ee4dfd36""]",approved,user_reviewed,
student_ticket_015,student_ticket,multi_context,test,入学新生如何购买和使用铁路学生优惠票？,新生凭录取通知书可购买一次从家庭到学校的单程学生优惠票，需在12306注册并设置学生类型，线上购票后携带身份证和通知书到车站窗口核验，或通过人工通道进站。,"[""新生仅能购买一次单程学生优惠票"", ""需凭录取通知书和有效身份证件"", ""需完成线下核验或走人工通道""]","[""新生可以购买四次学生优惠票"", ""新生无需核验即可刷身份证进站""]","[""f15ee74d3988fcccea980983b1cea1616328f3cbf1f6c3de1f32d071ee4dfd36"", ""1110d4dd562d60c9b1ed7346841d84a882d9febbf225ea10d333d906ab9cac0e""]",approved,user_reviewed,
student_ticket_016,student_ticket,multi_context,test,新生如何凭录取通知书购买学生优惠票并完成进站，有哪些注意事项？,新生需使用本人身份信息注册12306账户并设置学生优惠类型，在App内填写相关信息后购买学生优惠票。因无学生优惠卡，需携带有效身份证件和录取通知书到车站窗口完成核验，之后可刷身份证进站；若未核验，则需走人工检票通道。同时，票价、可售席别和优惠区间以购票当日12306实际展示为准，乘车前应完成资质核验并携带所需证件。,"[""新生可凭录取通知书购买一次家庭居住地到学校所在地的单程学生优惠票"", ""线上购票后需到车站窗口办理核验或通过人工检票通道进站"", ""票价、席别和区间以购票当日12306实际展示为准""]","[""新生可在学年内购买四次学生优惠票"", ""新生可像普通在校生一样直接在自动售取票机核验学生优惠卡""]","[""1110d4dd562d60c9b1ed7346841d84a882d9febbf225ea10d333d906ab9cac0e"", ""aad3e026a121bf8b41ccdc87ccfa0454e2157ba184e11b0a0d61fa57119bfaa9""]",approved,user_reviewed,
student_ticket_017,student_ticket,unanswerable,test,新生凭录取通知书购买的学生优惠票如果丢失了，可以补办吗？,知识库中未提及新生凭录取通知书购买的学生优惠票丢失后是否可以补办，相关信息不足。,"[""知识库未提供关于丢失补办的具体规定""]","[""可以凭录取通知书到车站免费补办"", ""购票记录可以重新打印车票""]",[],approved,user_reviewed,
student_ticket_018,student_ticket,unanswerable,test,学生优惠票在12306上购买后，是否可以直接在自动售票机上取票？,知识库中未明确说明学生优惠票在12306购买后能否在自动售票机上取票，相关信息不足。,"[""知识库未提供关于自动售票机取票的规定""]","[""可以直接在自动售票机上取票"", ""自动售票机不支持学生票取票""]",[],approved,user_reviewed,
student_ticket_019,student_ticket,noise_conflict,test,新生凭录取通知书购买学生优惠票时，是否可以在一个学年内使用四次优惠？,不可以。录取通知书规则适用于入学新生的规定区间和次数，不等同于普通在校生每学年四次优惠，新生只能购买一次单程学生优惠票。,"[""新生凭录取通知书只能购买一次单程学生优惠票"", ""新生优惠次数与普通在校生每学年四次不同""]","[""新生可以在一个学年内使用四次学生优惠票"", ""新生凭录取通知书可购买往返两次学生优惠票""]","[""e9e076fa1649bb8c996b7a830aee69f4bb0152fe7028cb853f88345ca0225b0a""]",approved,user_reviewed,
student_ticket_020,student_ticket,noise_conflict,test,2026年9月，粤港澳地区普通高等学校学生如何享受丹霞山门票优惠？是否需要学生证？,2026年9月，粤港澳地区普通高等学校学生持有效身份证件和学生证或当年录取通知书，可按公告享受门票免费优惠。,"[""2026年9月，粤港澳地区普通高等学校学生凭有效身份证件和学生证或当年录取通知书可享门票免费"", ""该优惠为限时活动，活动结束后不再适用""]","[""该优惠适用于全国所有学生"", ""该优惠包含景区交通和游船项目""]","[""0b6b5828854b117f142825b9431bb812907fb7f2cc31a57442265f4ad17bc78a""]",approved,user_reviewed,
